,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd_gb,hdd_gb,os,os_bit,graphic_card_gb,weight,display_size,warranty,msoffice,latest_price
714,DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,0,No,547.17
715,DELL,Vostro,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,14,1,Yes,467.87
716,HP,15s,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,Yes,513.37
717,DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,486.07
718,DELL,Inspiron,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,ThinNlight,Missing,1,Yes,684.216
719,DELL,Inspiron,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,Casual,Missing,1,Yes,519.87
720,DELL,DELL,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,Casual,Missing,1,No,571.87
721,HP,15q,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,427.921
722,Lenovo,Ryzen,AMD,Ryzen 3,Missing,4,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,454.87
723,DELL,Inspiron,AMD,Ryzen 3,Missing,8,DDR4,0,1024,Windows,64,0,ThinNlight,14.96,0,No,519.87
724,HP,15s,AMD,Ryzen 3,Missing,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,Yes,545.987
725,HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,DDR4,0,512,DOS,32,0,Casual,Missing,0,No,298.87
726,HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,LPDDR4X,0,512,DOS,32,0,Casual,Missing,0,No,292.37
727,HP,Chromebook,MediaTek,MediaTek Kompanio,10th,4,LPDDR4X,0,512,DOS,32,0,Casual,Missing,0,No,298.87
728,MICROSOFT,Surface,AMD,Ryzen 5,Missing,4,DDR4,128,0,Windows,64,0,Casual,Missing,0,No,1299.87
729,DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,Casual,14,1,Yes,545.87
730,DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,578.37
731,DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,Casual,15.6,1,Yes,545.87
732,DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,256,0,Windows,64,0,ThinNlight,14,1,Yes,578.37
733,MSI,Modern,AMD,Ryzen 5,Missing,4,DDR4,256,0,Windows,64,0,Casual,Missing,1,No,649.87
734,DELL,Inspiron,AMD,Ryzen 5,Missing,4,DDR4,256,0,Windows,64,0,ThinNlight,Missing,1,No,577.0699999999999
735,HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,753.87
736,Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,Yes,740.87
737,Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,636.87
738,HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,649.61
739,MSI,Modern,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,0,No,623.87
740,HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,636.87
741,acer,Swift,AMD,Ryzen 5,Missing,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,14,1,No,701.87
742,Lenovo,IdeaPad,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,Yes,688.87
743,acer,Aspire,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,571.87
744,Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,773.37
745,MSI,Bravo,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,844.87
746,DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,0,No,617.37
747,HP,HP,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,779.87
748,Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,909.87
749,HP,15-ec1105AX,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,766.87
750,DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,No,773.37
751,HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,877.5
752,HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,0,Casual,15.6,0,No,636.87
753,ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,Yes,811.8499999999999
754,ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,14,1,No,766.87
755,ASUS,APU,AMD,Quad,10th,4,DDR4,0,512,DOS,32,0,Casual,Missing,0,No,259.87
756,HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,753.987
757,ASUS,VivoBook,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,740.87
758,HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,1,Yes,948.87
759,HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,857.87
760,HP,Envy,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,1274.26
761,HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,831.87
762,ASUS,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,Yes,648.5699999999999
763,DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,649.87
764,DELL,Vostro,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,773.37
765,HP,Envy,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,961.987
766,DELL,Inspiron,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,792.87
767,DELL,G5,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,6,Casual,Missing,0,No,990.4699999999999
768,Lenovo,Yoga,AMD,Ryzen 5,Missing,4,LPDDR4X,512,0,Windows,64,0,ThinNlight,16,3,Yes,972.3739999999999
769,ASUS,VivoBook,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,766.87
770,HP,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,32,4,Casual,Missing,0,No,885.3
771,Lenovo,Yoga,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,16,1,Yes,1013.87
772,HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,716.17
773,ASUS,Zenbook,AMD,Ryzen 5,Missing,4,LPDDR4X,512,0,Windows,64,0,Casual,16,0,No,1195.87
774,HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1094.704
775,acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,584.87
776,HP,15s,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,695.37
777,Lenovo,Legion,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,4,Casual,Missing,0,No,994.4739999999999
778,DELL,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,4,Casual,Missing,1,No,1285.96
779,MSI,Modern,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,0,No,714.87
780,acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,649.87
781,HP,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,32,0,Casual,Missing,0,No,680.9399999999999
782,acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,No,649.87
783,HP,14s,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,682.5
784,Vaio,E,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,2,Yes,644.67
785,ASUS,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,649.87
786,acer,Aspire,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,No,987.987
787,ASUS,AMD,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,1,No,1052.87
788,Lenovo,IDEAPAD,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,32,0,Casual,Missing,1,No,778.6999999999999
789,HP,15s,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,709.67
790,DELL,Inspiron,AMD,Ryzen 5,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,981.5
791,HP,Ryzen,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,Yes,674.5699999999999
792,ASUS,VivoBook,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,Casual,17.3,1,No,1014.0
793,Vaio,E,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,Yes,662.87
794,HP,Pavilion,AMD,Ryzen 5,Missing,16,DDR4,512,0,Windows,64,0,ThinNlight,14,1,Yes,779.987
795,HP,Pavilion,AMD,Ryzen 5,Missing,8,DDR4,512,0,Windows,64,4,Gaming,15.6,1,Yes,844.87
796,DELL,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,1024,0,Windows,32,0,Casual,Missing,0,No,752.6999999999999
797,Lenovo,Yoga,AMD,Ryzen 5,Missing,4,LPDDR4X,1024,0,Windows,64,0,ThinNlight,16,3,Yes,1065.714
798,HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,0,1024,Windows,64,4,Gaming,Missing,1,No,779.87
799,DELL,Inspiron,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,Casual,15.6,0,No,643.37
800,ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,714.87
801,Lenovo,Legion,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,4,Casual,15.6,0,No,890.5
802,ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,714.87
803,ASUS,VivoBook,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,32,0,Casual,15.6,1,Yes,714.87
804,Lenovo,Ideapad,AMD,Ryzen 5,Missing,8,DDR4,256,1024,Windows,64,0,Gaming,15.6,1,Yes,831.87
805,HP,Pavilion,AMD,Ryzen 5,Missing,4,DDR4,256,1024,Windows,64,4,Gaming,Missing,1,No,1040.0
806,DELL,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,256,1024,Windows,32,0,Casual,Missing,0,No,675.87
807,ASUS,VivoBook,AMD,Ryzen 5,Missing,4,DDR4,256,1024,Windows,64,0,Casual,Missing,1,Yes,818.87
808,HP,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,256,1024,Windows,64,0,ThinNlight,Missing,1,No,688.87
809,ASUS,Ryzen,AMD,Ryzen 5,Missing,4,DDR4,256,1024,Windows,64,0,ThinNlight,Missing,1,Yes,976.3
810,ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,32,4,Gaming,17.3,0,No,1000.87
811,ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,14,1,No,1039.87
812,ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,935.87
813,ASUS,ROG,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,935.87
814,Lenovo,Lenovo,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,Yes,1299.87
815,ASUS,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,1039.87
816,DELL,Ryzen,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,1221.87
817,ASUS,ASUS,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,1078.87
818,ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,512,0,Windows,64,4,Casual,16,0,No,1390.87
819,ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,1,No,1208.87
820,Lenovo,IdeaPad,Intel,Ryzen 7,Missing,4,DDR4,512,0,Windows,32,4,Casual,16,3,Yes,1059.37
821,ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,740.87
822,MSI,Modern,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,0,No,844.87
823,Lenovo,Ideapad,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,792.87
824,Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,4,Casual,16,1,Yes,1104.844
825,HP,Pavilion,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,4,Casual,16,1,No,1182.87
826,Vaio,E,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,2,Yes,740.87
827,ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,No,831.87
828,Lenovo,Ideapad,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,Missing,1,Yes,831.87
829,HP,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,753.987
830,ASUS,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,32,4,Casual,Missing,0,No,941.1999999999999
831,Lenovo,Yoga,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,1,No,1026.87
832,acer,Aspire,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,No,779.87
833,ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,512,0,Windows,32,4,Casual,16,1,No,1455.87
834,HP,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,32,0,Casual,16,0,No,1417.0
835,DELL,G5,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,6,Casual,16,0,No,1169.87
836,Lenovo,Yoga,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,3,Yes,1026.844
837,Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,4,Casual,16,0,No,950.794
838,Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,4,Casual,16,1,No,1390.87
839,ASUS,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,32,4,Casual,Missing,0,No,1039.87
840,DELL,Inspiron,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,Casual,16,1,Yes,1164.4099999999999
841,HP,15s,AMD,Ryzen 7,Missing,4,DDR4,512,0,Windows,64,0,ThinNlight,Missing,1,Yes,890.5
842,Lenovo,Ideapad,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,0,Casual,14,1,No,954.1999999999999
843,Vaio,E,AMD,Ryzen 7,Missing,8,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,Yes,753.87
844,HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,2,Casual,14,1,Yes,1039.87
845,HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,512,0,Windows,64,4,Gaming,15.6,1,Yes,1104.87
846,MSI,Alpha,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,1299.87
847,ASUS,ROG,AMD,Ryzen 7,Missing,8,LPDDR4X,1024,0,Windows,64,4,Casual,14,0,No,948.87
848,HP,HP,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,Yes,1208.87
849,HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,Yes,1094.47
850,ASUS,Zenbook,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0,Windows,64,0,Casual,14,0,No,1468.87
851,ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,1024,0,Windows,32,4,Casual,16,1,No,1494.87
852,acer,Swift,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,4,Casual,16,1,No,1299.87
853,ASUS,TUF,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,32,4,Gaming,Missing,0,No,1247.87
854,HP,OMEN,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,8,Casual,16,1,No,2079.87
855,ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,0,Casual,Missing,1,Yes,1000.87
856,Lenovo,Legion,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,6,Casual,16,1,Yes,1702.87
857,ASUS,VivoBook,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1299.87
858,ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR5,1024,0,Windows,64,4,Casual,16,0,No,1468.87
859,Lenovo,Ideapad,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,Yes,1013.8439999999999
860,ASUS,ROG,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,0,Casual,Missing,1,Yes,988.0
861,ASUS,ROG,AMD,Ryzen 7,Missing,4,LPDDR4X,1024,0,Windows,64,4,Casual,16,1,No,1299.87
862,ASUS,Zephyrus,AMD,Ryzen 7,Missing,4,DDR4,1024,0,Windows,64,0,Casual,Missing,1,No,1443.0
863,ASUS,Ryzen,AMD,Ryzen 7,Missing,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,1,Yes,1104.61
864,HP,Pavilion,AMD,Ryzen 7,Missing,16,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,Yes,987.87
865,acer,Nitro,AMD,Ryzen 7,Missing,16,DDR4,256,1024,Windows,64,6,Casual,15.6,1,No,1169.87
866,acer,Nitro,AMD,Ryzen 7,Missing,16,DDR4,256,1024,Windows,64,4,Casual,15.6,0,No,1065.87
867,Lenovo,Ryzen,AMD,Ryzen 7,Missing,4,DDR4,512,1024,Windows,32,0,Casual,16,0,No,1046.37
868,ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,1767.87
869,ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,32,0,Casual,15.6,1,No,2014.87
870,ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,8,Casual,15.6,1,Yes,2599.87
871,ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,4,Casual,15.6,0,No,1494.87
872,ASUS,ROG,AMD,Ryzen 9,Missing,16,DDR4,1024,0,Windows,64,6,Casual,15.6,1,Yes,1689.87
873,ASUS,ROG,AMD,Ryzen 9,Missing,16,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,1494.87
874,MSI,Delta,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,0,No,1910.87
875,ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1364.87
876,ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0,Windows,64,4,Casual,16,1,No,1494.87
877,ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0,Windows,64,4,Casual,16,1,Yes,1624.87
878,ASUS,Zenbook,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0,Windows,64,0,Casual,16,0,No,1754.87
879,HP,OMEN,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,8,Casual,16,1,Yes,1845.87
880,ASUS,Rog,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1689.87
881,ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0,Windows,64,4,Casual,Missing,1,Yes,1858.87
882,ASUS,Zephyrus,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1585.87
883,ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0,Windows,64,4,Casual,Missing,1,Yes,1624.87
884,ASUS,ROG,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,6,Casual,16,0,No,1845.87
885,ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,4,Casual,16,1,No,2118.87
886,ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1696.5
887,ASUS,VivoBook,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,4,Casual,Missing,0,No,1520.87
888,ASUS,Ryzen,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,32,6,Casual,16,0,No,1806.87
889,ASUS,ROG,AMD,Ryzen 9,Missing,4,LPDDR4X,1024,0,Windows,64,4,Casual,Missing,1,Yes,3054.87
890,ASUS,ROG,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1767.87
891,ASUS,ROG,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,0,Casual,16,1,No,1884.87
892,ASUS,Ryzen,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,4,Casual,Missing,1,No,1949.87
893,ASUS,Ryzen,AMD,Ryzen 9,Missing,4,DDR4,1024,0,Windows,64,4,Casual,16,1,No,1858.87
894,SAMSUNG,Galaxy,Qualcomm,Snapdragon 7c,Missing,4,LPDDR4X,0,512,Windows,32,0,Casual,Missing,0,No,506.87
895,Lenovo,Thinkpad,AMD,Ryzen 5,10th,8,DDR4,512,0,DOS,64,0,ThinNlight,14,0,No,747.37
